"Busco id"	Status	Sequence	Score	Length
495207at33208	Complete	Bargmannia_elongata@1333721	225.4	217
495311at33208	Complete	Bargmannia_elongata@1433288	264.8	161
495329at33208	Complete	Bargmannia_elongata@1384030	167.3	159
495389at33208	Complete	Bargmannia_elongata@1337377	121.4	177
495605at33208	Complete	Bargmannia_elongata@1443319	378.1	226
495926at33208	Complete	Bargmannia_elongata@1368592	124.3	197
496070at33208	Complete	Bargmannia_elongata@1440591	115.7	171
496219at33208	Complete	Bargmannia_elongata@1436601	370.6	248
498535at33208	Complete	Bargmannia_elongata@1370577	344.4	230
500261at33208	Complete	Bargmannia_elongata@1407024	351.9	315
500808at33208	Complete	Bargmannia_elongata@1447178	308.0	304
501396at33208	Complete	Bargmannia_elongata@1438414	278.7	168
501546at33208	Complete	Bargmannia_elongata@1370609	119.7	145
501788at33208	Complete	Bargmannia_elongata@1333855	207.1	162
502128at33208	Complete	Bargmannia_elongata@1465468	369.8	305
502407at33208	Complete	Bargmannia_elongata@1354317	237.8	172
502429at33208	Complete	Bargmannia_elongata@1319504	250.3	186
502584at33208	Complete	Bargmannia_elongata@1448943	131.5	239
502691at33208	Complete	Bargmannia_elongata@1389661	350.3	205
503333at33208	Complete	Bargmannia_elongata@1462968	463.5	260
503828at33208	Complete	Bargmannia_elongata@1298042	148.9	160
504207at33208	Complete	Bargmannia_elongata@1470122	434.9	308
504292at33208	Complete	Bargmannia_elongata@1347073	229.7	191
504691at33208	Complete	Bargmannia_elongata@1446535	133.2	129
504731at33208	Complete	Bargmannia_elongata@1359239	243.4	161
504912at33208	Complete	Bargmannia_elongata@1398870	76.7	100
505248at33208	Complete	Bargmannia_elongata@1468454	231.3	169
505718at33208	Complete	Bargmannia_elongata@1462137	62.7	175
508188at33208	Complete	Bargmannia_elongata@1387419	232.1	222
508379at33208	Complete	Bargmannia_elongata@1324984	191.1	131
508986at33208	Complete	Bargmannia_elongata@1395319	104.2	192
509494at33208	Complete	Bargmannia_elongata@1458752	245.0	144
509816at33208	Complete	Bargmannia_elongata@1417136	181.0	157
510522at33208	Complete	Bargmannia_elongata@1442753	181.9	198
510581at33208	Complete	Bargmannia_elongata@1285291	309.0	232
511272at33208	Fragmented	Bargmannia_elongata@1422243	146.6	145
511386at33208	Complete	Bargmannia_elongata@1378341	395.9	416
511575at33208	Complete	Bargmannia_elongata@1292869	218.7	137
511668at33208	Complete	Bargmannia_elongata@1450269	177.2	191
514121at33208	Complete	Bargmannia_elongata@1374941	253.3	173
514296at33208	Complete	Bargmannia_elongata@1347594	213.2	135
514565at33208	Complete	Bargmannia_elongata@1400564	358.9	190
514675at33208	Complete	Bargmannia_elongata@1476844	223.6	202
514698at33208	Complete	Bargmannia_elongata@1484242	175.0	155
514724at33208	Complete	Bargmannia_elongata@1379102	183.3	209
514727at33208	Fragmented	Bargmannia_elongata@1487364	16.1	56
514740at33208	Complete	Bargmannia_elongata@1484956	252.4	174
514834at33208	Complete	Bargmannia_elongata@1349813	126.5	191
514892at33208	Complete	Bargmannia_elongata@1294381	303.1	201
515058at33208	Complete	Bargmannia_elongata@1396800	491.9	365
515377at33208	Complete	Bargmannia_elongata@1392965	148.8	157
515410at33208	Complete	Bargmannia_elongata@1381897	188.9	162
515528at33208	Complete	Bargmannia_elongata@1317212	195.6	274
515640at33208	Complete	Bargmannia_elongata@1316643	321.3	193
516078at33208	Complete	Bargmannia_elongata@1357862	316.6	237
516321at33208	Duplicated	Bargmannia_elongata@1295026	243.5	136
516321at33208	Duplicated	Bargmannia_elongata@1379698	213.3	135
516481at33208	Complete	Bargmannia_elongata@1364455	148.6	183
516659at33208	Complete	Bargmannia_elongata@1487666	75.1	214
516716at33208	Complete	Bargmannia_elongata@1288597	261.9	348
517311at33208	Complete	Bargmannia_elongata@1381328	199.8	156
517525at33208	Complete	Bargmannia_elongata@1282989	424.7	289
517686at33208	Complete	Bargmannia_elongata@1444092	129.6	99
517968at33208	Complete	Bargmannia_elongata@1425313	122.2	104
518288at33208	Complete	Bargmannia_elongata@1402619	413.9	282
518569at33208	Complete	Bargmannia_elongata@1434268	54.2	283
518635at33208	Complete	Bargmannia_elongata@1474478	417.5	349
519030at33208	Complete	Bargmannia_elongata@1399185	159.3	186
519303at33208	Fragmented	Bargmannia_elongata@1459432	183.0	132
519777at33208	Complete	Bargmannia_elongata@1303629	204.5	195
520011at33208	Complete	Bargmannia_elongata@1451319	179.6	211
521343at33208	Complete	Bargmannia_elongata@1424336	105.3	150
522886at33208	Complete	Bargmannia_elongata@1407215	248.3	250
522988at33208	Complete	Bargmannia_elongata@1436501	266.8	244
523206at33208	Complete	Bargmannia_elongata@1476069	130.2	136
523376at33208	Complete	Bargmannia_elongata@1336511	226.0	231
523534at33208	Complete	Bargmannia_elongata@1379032	265.5	150
524148at33208	Complete	Bargmannia_elongata@1466653	354.4	323
524165at33208	Fragmented	Bargmannia_elongata@1308828	152.8	202
524322at33208	Complete	Bargmannia_elongata@1336732	142.5	128
525542at33208	Complete	Bargmannia_elongata@1486241	174.8	173
525888at33208	Complete	Bargmannia_elongata@1446050	206.0	156
526074at33208	Complete	Bargmannia_elongata@1321945	273.1	164
526487at33208	Complete	Bargmannia_elongata@1366026	311.3	187
526673at33208	Complete	Bargmannia_elongata@1295092	398.7	265
527406at33208	Complete	Bargmannia_elongata@1404292	373.7	268
528325at33208	Complete	Bargmannia_elongata@1447721	290.3	158
529092at33208	Complete	Bargmannia_elongata@1372593	168.4	124
529093at33208	Complete	Bargmannia_elongata@1467188	321.0	207
529708at33208	Complete	Bargmannia_elongata@1438067	166.0	217
529852at33208	Complete	Bargmannia_elongata@1467269	149.6	118
530431at33208	Complete	Bargmannia_elongata@1343968	431.9	389
532406at33208	Complete	Bargmannia_elongata@1377462	254.3	190
532693at33208	Fragmented	Bargmannia_elongata@1422296	120.7	126
532728at33208	Complete	Bargmannia_elongata@1368533	142.5	127
532930at33208	Complete	Bargmannia_elongata@1473159	173.9	184
533666at33208	Complete	Bargmannia_elongata@1375955	77.4	168
533690at33208	Complete	Bargmannia_elongata@1415011	256.0	182
534172at33208	Complete	Bargmannia_elongata@1335679	218.8	199
534206at33208	Complete	Bargmannia_elongata@1306057	105.4	188
534312at33208	Complete	Bargmannia_elongata@1346597	238.5	119
534757at33208	Complete	Bargmannia_elongata@1327446	167.2	190
534808at33208	Complete	Bargmannia_elongata@1404122	301.5	276
535367at33208	Fragmented	Bargmannia_elongata@1456065	126.0	83
535524at33208	Complete	Bargmannia_elongata@1491536	254.8	160
535650at33208	Duplicated	Bargmannia_elongata@1385731	252.6	163
535650at33208	Duplicated	Bargmannia_elongata@1453887	221.6	148
535664at33208	Complete	Bargmannia_elongata@1292998	119.3	102
535806at33208	Complete	Bargmannia_elongata@1484838	157.4	131
536251at33208	Complete	Bargmannia_elongata@1372558	127.5	127
537470at33208	Complete	Bargmannia_elongata@1375686	251.2	160
537548at33208	Complete	Bargmannia_elongata@1436120	266.3	178
537718at33208	Complete	Bargmannia_elongata@1432351	220.8	227
537923at33208	Complete	Bargmannia_elongata@1423887	270.2	156
538442at33208	Complete	Bargmannia_elongata@1449802	130.6	140
539043at33208	Complete	Bargmannia_elongata@1282203	226.2	145
539234at33208	Complete	Bargmannia_elongata@1325533	223.8	130
539360at33208	Complete	Bargmannia_elongata@1426181	151.2	164
539600at33208	Complete	Bargmannia_elongata@1426158	185.9	148
540193at33208	Complete	Bargmannia_elongata@1469497	173.5	165
541231at33208	Complete	Bargmannia_elongata@1483920	104.2	200
541260at33208	Complete	Bargmannia_elongata@1392950	102.7	82
541421at33208	Complete	Bargmannia_elongata@1490109	234.4	177
543124at33208	Complete	Bargmannia_elongata@1329224	288.0	250
543269at33208	Fragmented	Bargmannia_elongata@1402214	31.4	101
544546at33208	Complete	Bargmannia_elongata@1412789	95.2	111
544919at33208	Complete	Bargmannia_elongata@1480204	174.7	336
545063at33208	Complete	Bargmannia_elongata@1381446	85.6	221
545389at33208	Complete	Bargmannia_elongata@1290954	253.5	166
545641at33208	Complete	Bargmannia_elongata@1409058	201.3	121
545744at33208	Complete	Bargmannia_elongata@1454827	89.3	91
545889at33208	Complete	Bargmannia_elongata@1477454	153.6	135
546305at33208	Complete	Bargmannia_elongata@1364997	79.9	106
546751at33208	Complete	Bargmannia_elongata@1299472	202.5	140
547099at33208	Complete	Bargmannia_elongata@1356277	225.6	182
547341at33208	Complete	Bargmannia_elongata@1337686	211.7	188
547766at33208	Complete	Bargmannia_elongata@1323630	221.3	159
548327at33208	Complete	Bargmannia_elongata@1362074	172.0	127
548444at33208	Complete	Bargmannia_elongata@1341123	260.7	250
548732at33208	Complete	Bargmannia_elongata@1377937	191.8	131
549156at33208	Complete	Bargmannia_elongata@1419404	220.3	128
549988at33208	Complete	Bargmannia_elongata@1334004	96.7	173
551166at33208	Complete	Bargmannia_elongata@1304981	157.8	100
551620at33208	Complete	Bargmannia_elongata@1310611	63.5	166
551632at33208	Complete	Bargmannia_elongata@1437970	242.8	182
551831at33208	Complete	Bargmannia_elongata@1392360	264.2	204
552201at33208	Complete	Bargmannia_elongata@1482264	320.6	181
552359at33208	Complete	Bargmannia_elongata@1319496	140.2	113
552764at33208	Duplicated	Bargmannia_elongata@1406356	306.8	172
552764at33208	Duplicated	Bargmannia_elongata@1416621	306.6	168
552764at33208	Duplicated	Bargmannia_elongata@1354990	302.5	169
552949at33208	Complete	Bargmannia_elongata@1346192	89.9	145
553411at33208	Complete	Bargmannia_elongata@1407894	141.6	241
553585at33208	Complete	Bargmannia_elongata@1306657	127.8	613
554010at33208	Complete	Bargmannia_elongata@1439655	218.5	148
554815at33208	Complete	Bargmannia_elongata@1289461	240.5	183
555162at33208	Duplicated	Bargmannia_elongata@1376400	277.3	149
555162at33208	Duplicated	Bargmannia_elongata@1400414	276.3	149
555390at33208	Complete	Bargmannia_elongata@1450355	226.6	129
555538at33208	Complete	Bargmannia_elongata@1339217	100.6	130
556189at33208	Complete	Bargmannia_elongata@1465043	149.6	174
556337at33208	Complete	Bargmannia_elongata@1300939	212.3	124
556445at33208	Complete	Bargmannia_elongata@1369237	93.3	105
556461at33208	Complete	Bargmannia_elongata@1306597	92.5	96
556510at33208	Complete	Bargmannia_elongata@1443890	174.1	131
556587at33208	Complete	Bargmannia_elongata@1294424	86.1	114
556750at33208	Complete	Bargmannia_elongata@1418812	93.0	111
556925at33208	Complete	Bargmannia_elongata@1460255	51.1	74
557292at33208	Complete	Bargmannia_elongata@1436598	203.1	169
557596at33208	Complete	Bargmannia_elongata@1486279	260.1	152
557834at33208	Complete	Bargmannia_elongata@1409719	336.1	370
557962at33208	Complete	Bargmannia_elongata@1358258	297.8	250
558368at33208	Complete	Bargmannia_elongata@1473917	172.6	166
558385at33208	Complete	Bargmannia_elongata@1358568	211.5	198
558552at33208	Complete	Bargmannia_elongata@1439498	229.9	124
558791at33208	Complete	Bargmannia_elongata@1403429	228.8	123
558897at33208	Complete	Bargmannia_elongata@1372976	164.7	148
558933at33208	Complete	Bargmannia_elongata@1400700	220.7	183
559146at33208	Complete	Bargmannia_elongata@1322611	66.5	83
559501at33208	Complete	Bargmannia_elongata@1405383	272.3	216
559576at33208	Complete	Bargmannia_elongata@1349301	252.1	264
559732at33208	Complete	Bargmannia_elongata@1371408	54.2	82
559883at33208	Complete	Bargmannia_elongata@1401481	196.3	159
560453at33208	Complete	Bargmannia_elongata@1443303	261.2	149
560584at33208	Complete	Bargmannia_elongata@1318974	120.0	101
560694at33208	Complete	Bargmannia_elongata@1306619	277.2	209
561054at33208	Complete	Bargmannia_elongata@1319214	174.2	128
561248at33208	Complete	Bargmannia_elongata@1365319	142.6	195
561417at33208	Complete	Bargmannia_elongata@1381015	183.4	124
561688at33208	Complete	Bargmannia_elongata@1459188	211.5	177
561878at33208	Complete	Bargmannia_elongata@1349794	221.6	190
561943at33208	Complete	Bargmannia_elongata@1350601	329.2	243
562780at33208	Complete	Bargmannia_elongata@1337616	142.9	115
563084at33208	Complete	Bargmannia_elongata@1419655	58.9	95
563358at33208	Complete	Bargmannia_elongata@1423907	151.4	144
563359at33208	Complete	Bargmannia_elongata@1391358	146.6	177
563426at33208	Complete	Bargmannia_elongata@1404296	272.8	260
563679at33208	Complete	Bargmannia_elongata@1328075	133.4	114
563832at33208	Complete	Bargmannia_elongata@1406107	97.9	133
564234at33208	Complete	Bargmannia_elongata@1472431	146.1	109
564286at33208	Complete	Bargmannia_elongata@1382843	191.7	103
565053at33208	Complete	Bargmannia_elongata@1412863	148.7	154
566026at33208	Complete	Bargmannia_elongata@1473169	204.2	177
566116at33208	Complete	Bargmannia_elongata@1403764	258.8	180
566447at33208	Complete	Bargmannia_elongata@1493290	142.2	154
566527at33208	Complete	Bargmannia_elongata@1431732	231.1	186
566916at33208	Complete	Bargmannia_elongata@1382468	53.5	108
567650at33208	Complete	Bargmannia_elongata@1432086	156.1	214
567750at33208	Complete	Bargmannia_elongata@1432366	146.1	104
567809at33208	Complete	Bargmannia_elongata@1322930	194.5	116
568022at33208	Complete	Bargmannia_elongata@1491080	203.8	151
568170at33208	Complete	Bargmannia_elongata@1358960	127.2	162
568839at33208	Complete	Bargmannia_elongata@1318524	178.6	200
568949at33208	Duplicated	Bargmannia_elongata@1485277	239.0	166
568949at33208	Duplicated	Bargmannia_elongata@1343935	237.0	161
569294at33208	Complete	Bargmannia_elongata@1322656	156.6	137
569303at33208	Complete	Bargmannia_elongata@1407816	252.6	254
569812at33208	Complete	Bargmannia_elongata@1460870	259.0	214
569878at33208	Complete	Bargmannia_elongata@1375027	212.9	253
570262at33208	Fragmented	Bargmannia_elongata@1409804	97.3	83
570646at33208	Complete	Bargmannia_elongata@1427256	177.4	140
570717at33208	Complete	Bargmannia_elongata@1443181	233.8	169
571149at33208	Complete	Bargmannia_elongata@1475533	66.6	89
571944at33208	Complete	Bargmannia_elongata@1434952	122.3	202
572074at33208	Complete	Bargmannia_elongata@1439195	143.8	242
572434at33208	Complete	Bargmannia_elongata@1289891	246.2	188
572463at33208	Complete	Bargmannia_elongata@1407523	259.5	211
572754at33208	Complete	Bargmannia_elongata@1389048	171.6	123
572845at33208	Complete	Bargmannia_elongata@1456258	257.6	159
573203at33208	Complete	Bargmannia_elongata@1332342	269.9	324
573237at33208	Complete	Bargmannia_elongata@1412373	252.6	246
573313at33208	Complete	Bargmannia_elongata@1426559	230.2	256
574311at33208	Complete	Bargmannia_elongata@1382819	49.0	80
575360at33208	Complete	Bargmannia_elongata@1416167	158.6	125
576633at33208	Complete	Bargmannia_elongata@1297523	269.8	168
576938at33208	Complete	Bargmannia_elongata@1293427	93.8	91
576997at33208	Duplicated	Bargmannia_elongata@1327947	192.7	143
576997at33208	Duplicated	Bargmannia_elongata@1448025	191.6	145
577068at33208	Fragmented	Bargmannia_elongata@1407396	110.3	95
577929at33208	Complete	Bargmannia_elongata@1451187	42.3	85
578354at33208	Complete	Bargmannia_elongata@1309717	192.8	126
578582at33208	Complete	Bargmannia_elongata@1400418	187.2	140
578684at33208	Complete	Bargmannia_elongata@1478743	172.9	196
578726at33208	Complete	Bargmannia_elongata@1416251	203.2	182
578734at33208	Complete	Bargmannia_elongata@1309024	179.6	192
578959at33208	Complete	Bargmannia_elongata@1487987	139.8	115
579029at33208	Complete	Bargmannia_elongata@1411612	105.6	156
580062at33208	Complete	Bargmannia_elongata@1361596	141.7	158
580288at33208	Complete	Bargmannia_elongata@1469130	206.0	116
580851at33208	Complete	Bargmannia_elongata@1294743	67.7	116
580896at33208	Complete	Bargmannia_elongata@1431153	216.6	235
581006at33208	Complete	Bargmannia_elongata@1458254	110.1	120
581475at33208	Fragmented	Bargmannia_elongata@1377019	104.5	101
581543at33208	Complete	Bargmannia_elongata@1469758	115.2	158
581547at33208	Complete	Bargmannia_elongata@1429819	231.4	152
581621at33208	Complete	Bargmannia_elongata@1395904	293.6	161
581717at33208	Complete	Bargmannia_elongata@1402796	195.9	235
581779at33208	Complete	Bargmannia_elongata@1323253	127.3	230
582265at33208	Complete	Bargmannia_elongata@1428604	208.7	160
582341at33208	Complete	Bargmannia_elongata@1417669	203.7	103
582473at33208	Complete	Bargmannia_elongata@1429549	212.9	163
582823at33208	Fragmented	Bargmannia_elongata@1339560	130.5	131
582951at33208	Complete	Bargmannia_elongata@1389919	144.0	98
583626at33208	Complete	Bargmannia_elongata@1295968	93.8	131
584023at33208	Complete	Bargmannia_elongata@1283627	202.9	204
584333at33208	Complete	Bargmannia_elongata@1393806	56.8	110
584373at33208	Complete	Bargmannia_elongata@1443768	64.8	58
585232at33208	Complete	Bargmannia_elongata@1492852	131.3	109
585305at33208	Complete	Bargmannia_elongata@1379638	166.4	85
585313at33208	Complete	Bargmannia_elongata@1430656	253.1	185
585656at33208	Complete	Bargmannia_elongata@1306198	207.3	144
585809at33208	Complete	Bargmannia_elongata@1316090	179.0	232
586310at33208	Complete	Bargmannia_elongata@1313674	145.5	165
586690at33208	Complete	Bargmannia_elongata@1372824	152.3	116
586719at33208	Complete	Bargmannia_elongata@1459862	200.6	127
587399at33208	Duplicated	Bargmannia_elongata@1394817	130.6	136
587399at33208	Duplicated	Bargmannia_elongata@1394816	129.3	151
587407at33208	Complete	Bargmannia_elongata@1302227	127.2	175
587513at33208	Complete	Bargmannia_elongata@1294125	273.2	291
587688at33208	Complete	Bargmannia_elongata@1346402	95.1	77
587958at33208	Complete	Bargmannia_elongata@1488585	151.5	71
589773at33208	Complete	Bargmannia_elongata@1456691	63.2	52
589901at33208	Complete	Bargmannia_elongata@1395693	286.8	313
590221at33208	Complete	Bargmannia_elongata@1445586	93.3	95
590347at33208	Complete	Bargmannia_elongata@1299614	127.2	124
590416at33208	Complete	Bargmannia_elongata@1432359	250.8	179
590470at33208	Complete	Bargmannia_elongata@1478691	179.0	206
591316at33208	Complete	Bargmannia_elongata@1438069	144.9	122
591391at33208	Complete	Bargmannia_elongata@1317087	152.9	127
591498at33208	Fragmented	Bargmannia_elongata@1391826	74.9	66
