sequence_ids,species,zooid,blast_hit,GO_term,gene_tree
1458205,Bargmannia elongata,Gonodendron male,Q9BXW9|FACD2_HUMAN Fanconi anemia group D2 protein,GO:0006281;GO:0070182;GO:0000793;GO:0005634;GO:0043066;GO:0005829;GO:0070013;GO:0016021;GO:0031573;GO:0007129;GO:0007131;GO:0010332,NA
1462535,Bargmannia elongata,Gonodendron male,,NA,NA
1430532,Bargmannia elongata,Gonodendron male,A0JMA8|ARMC9_XENTR LisH domain-containing protein ARMC9,GO:0036064;GO:0060271;GO:0097542;GO:0045880;GO:0005814;GO:0005737;GO:0016020;GO:0006486,8b185cc7067356c6db9ddda97f8a8585
1432942,Bargmannia elongata,Gonodendron male,,NA,NA
1308876,Bargmannia elongata,Gonodendron male,Q5FWU8|ZMY10_XENLA Zinc finger MYND domain-containing protein 10,GO:0036158;GO:0044183;GO:0016324;GO:0046872;GO:0034451;GO:0005737;GO:0060090;GO:0003677;GO:1905505;GO:0036159;GO:0005929;GO:0044458;GO:0005634;GO:0061512;GO:0003341;GO:0006457,adeb05ce8733838997aae9fa7c2024af
1417368,Bargmannia elongata,Gonodendron male,"Q9P2D7|DYH1_HUMAN Dynein heavy chain 1, axonemal",NA,NA
1370544,Bargmannia elongata,Gonodendron male,,NA,NA
1447665,Bargmannia elongata,Gonodendron male,,NA,NA
1340521,Bargmannia elongata,Gonodendron male,P30883|TBB4_XENLA Tubulin beta-4 chain,GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0003924;GO:0005525;GO:0000278;GO:1990791;GO:0005737;GO:0005623;GO:0016021;GO:0003725,NA
1284108,Bargmannia elongata,Gonodendron male,P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94,GO:0003964;GO:0006278;GO:0008270;GO:0003676;GO:0015074,NA
1431974,Bargmannia elongata,Gonodendron male,,NA,NA
1398290,Bargmannia elongata,Gonodendron male,Q91X60|ACHA2_MOUSE Neuronal acetylcholine receptor subunit alpha-2,NA,NA
1335270,Bargmannia elongata,Gonodendron male,"O80983|FTSH4_ARATH ATP-dependent zinc metalloprotease FTSH 4, mitochondrial",GO:0004222;GO:0006508;GO:0016021;GO:0005524,30e3135970285ddad3ad4955aa0a3f0a
1487580,Bargmannia elongata,Gonodendron male,,NA,NA
1484817,Bargmannia elongata,Gonodendron male,O93308|SMC1A_XENLA Structural maintenance of chromosomes protein 1A,NA,7009c6ec3640a0b709ea5ea53575312e
1283290,Bargmannia elongata,Gonodendron male,,NA,NA
1308882,Bargmannia elongata,Gonodendron male,,NA,NA
1285723,Bargmannia elongata,Gonodendron male,,NA,NA
1348739,Bargmannia elongata,Gonodendron male,B1H2Q2|ZRAN1_XENTR Ubiquitin thioesterase zranb1,GO:0046872;GO:0061060;GO:0005634;GO:0030177;GO:0101005;GO:0070530;GO:0005737;GO:0016579;GO:0019783;GO:0060828;GO:0016477;GO:0006511;GO:0007010;GO:0016055,c893970cabe152a8a494da6c4cf7c4f1
1394845,Bargmannia elongata,Gonodendron male,P18700|TBB_STRPU Tubulin beta chain,GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0003924;GO:0005525,NA
1442747,Bargmannia elongata,Gonodendron male,,NA,NA
1470250,Bargmannia elongata,Gonodendron male,,NA,NA
1467237,Bargmannia elongata,Gonodendron male,,NA,NA
1368480,Bargmannia elongata,Gonodendron male,A0JMY4|BBOF1_XENLA Basal body-orientation factor 1,GO:0036064;GO:0044458;GO:0005737;GO:0016021,1282d2d83c7ed656f3856858692a6138
1312087,Bargmannia elongata,Gonodendron male,,NA,NA
1380226,Bargmannia elongata,Gonodendron male,Q5R4W3|DPOE3_PONAB DNA polymerase epsilon subunit 3,GO:0046982;GO:0008622;GO:0043966;GO:0005671;GO:0031490;GO:0003887;GO:0070869;GO:0042766;GO:0006272;GO:0008623;GO:0030424;GO:0005737;GO:0006974;GO:0032201;GO:0071897;GO:0000082;GO:0006270,NA
1491566,Bargmannia elongata,Gonodendron male,,NA,NA
1293043,Bargmannia elongata,Gonodendron male,,NA,NA
1299350,Bargmannia elongata,Gonodendron male,P70388|RAD50_MOUSE DNA repair protein RAD50,GO:0030870;GO:0000723;GO:0016887;GO:0006281;GO:0046872;GO:0035861;GO:0051880;GO:0003691;GO:0000784;GO:0043047;GO:0000794;GO:0000014;GO:0004017;GO:0000790;GO:0008408;GO:0005654;GO:0005739;GO:0006312;GO:0005840;GO:0016020;GO:0070192;GO:0046940;GO:0030674;GO:0042802;GO:0005524;GO:0006278;GO:0032508;GO:0051053;GO:0031954;GO:0000019;GO:1904353;GO:0003735;GO:0032206;GO:1901796;GO:0090305;GO:0007131;GO:2001251;GO:0022616;GO:0050790;GO:0035753;GO:0044093;GO:0006260;GO:0016032;GO:0044092;GO:0006412,3a97950d77faa67ca2e8a04d4b5852b2
1307200,Bargmannia elongata,Gonodendron male,,NA,NA
1332558,Bargmannia elongata,Gonodendron male,Q5PQR6|THEGL_RAT Testicular haploid expressed gene protein-like,NA,NA
1395684,Bargmannia elongata,Gonodendron male,,NA,NA
1303859,Bargmannia elongata,Gonodendron male,Q91820|AURAA_XENLA Aurora kinase A-A,GO:0007100;GO:0004674;GO:0031616;GO:0005876;GO:0000212;GO:0097431;GO:0007052;GO:0042585;GO:0043203;GO:0035173;GO:0005524;GO:0045120;GO:0006468;GO:0072687;GO:0048471;GO:0019901;GO:0031625;GO:0032133;GO:0046982;GO:0018209;GO:1900195;GO:0031981;GO:0097421;GO:0005829;GO:0019894;GO:0008017;GO:0051233;GO:0004712;GO:0008199;GO:0007144;GO:0000775;GO:0000793;GO:0032091;GO:0051642;GO:0051225;GO:0030496;GO:0071539;GO:0005814;GO:0005929;GO:0005623;GO:0009948;GO:1990138;GO:0032436;GO:0031647;GO:0016570;GO:0009611;GO:0043066;GO:0010629;GO:0032465;GO:0090068;GO:1901991;GO:0007093;GO:0007088;GO:0051781;GO:0071173;GO:1902100;GO:1905819;GO:0033046;GO:0051784;GO:1903538;GO:0051301;GO:0051446;GO:0045727;GO:1902400;GO:0030330;GO:0000086;GO:1901796;GO:0071156;GO:0046605;GO:0051785;GO:1902750;GO:2000045;GO:0031145;GO:0048599;GO:0010389;GO:0045931;GO:0007283;GO:0006879,NA
1469693,Bargmannia elongata,Gonodendron male,,NA,NA
1293753,Bargmannia elongata,Gonodendron male,"Q9YI37|SUCB1_COLLI Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03220}",GO:0004775;GO:0006099;GO:0005739;GO:0000287;GO:0005524;GO:0042709;GO:0006104;GO:0007291;GO:0031463;GO:0043280;GO:0005840;GO:0016021;GO:0016746;GO:0003735;GO:0006412,NA
1381458,Bargmannia elongata,Gonodendron male,,NA,NA
1294213,Bargmannia elongata,Gonodendron male,Q86UC2|RSPH3_HUMAN Radial spoke head protein 3 homolog,GO:0005929;GO:0005515;GO:0016310;GO:0016301;GO:0005856;GO:0005737,NA
1323164,Bargmannia elongata,Gonodendron male,Q0P5J0|QRIC1_BOVIN Glutamine-rich protein 1,NA,NA
1455520,Bargmannia elongata,Gonodendron male,,NA,NA
1350721,Bargmannia elongata,Gonodendron male,,NA,NA
1336436,Bargmannia elongata,Gonodendron male,Q8N8K9|K1958_HUMAN Uncharacterized protein KIAA1958,NA,NA
1401947,Bargmannia elongata,Gonodendron male,,NA,NA
1288112,Bargmannia elongata,Gonodendron male,Q9R095|SPEF2_RAT Sperm flagellar protein 2,NA,NA
1347658,Bargmannia elongata,Gonodendron male,F8WLE0|KIF28_RAT Kinesin-like protein KIF28P,GO:0003777;GO:0007018;GO:0005871;GO:0008017;GO:0005874;GO:0030705;GO:0005524;GO:0051650;GO:0005623;GO:0005743;GO:0070469;GO:0022900;GO:0016887;GO:0016021;GO:0008121,NA
1460434,Bargmannia elongata,Gonodendron male,,NA,NA
1477720,Bargmannia elongata,Gonodendron male,,NA,NA
1416163,Bargmannia elongata,Gonodendron male,Q62559|IFT52_MOUSE Intraflagellar transport protein 52 homolog,GO:0005929;GO:0042073;GO:0008022;GO:0004674;GO:0044292;GO:0030992;GO:0005815;GO:0043167;GO:0016491;GO:0042733;GO:0070613;GO:0003677;GO:0032559;GO:1905515;GO:0001947;GO:0001841;GO:0050680;GO:0008144;GO:0007224;GO:0032838;GO:0009953;GO:0006468;GO:0055114,e84951a37e637ded6c9eb8ecf0747bc8
1334550,Bargmannia elongata,Gonodendron male,"P10860|DHE3_RAT Glutamate dehydrogenase 1, mitochondrial",GO:0016639;GO:0006520;GO:0005739;GO:0000166;GO:0055114;GO:0070013;GO:0032550;GO:0043649;GO:0035639;GO:1901565;GO:0008144;GO:0032094;GO:0072350,4e07571f57d9e1c977aafa083c43fee9
1372029,Bargmannia elongata,Gonodendron male,Q61371|IFT88_MOUSE Intraflagellar transport protein 88 homolog,GO:0005929;GO:0060785;GO:0019894;GO:0072019;GO:0060122;GO:0008553;GO:0005388;GO:1905515;GO:0032838;GO:0005125;GO:0003351;GO:0005815;GO:0045880;GO:0042073;GO:0005576;GO:0005623;GO:0045494;GO:0042462;GO:0000132;GO:0004888;GO:0002080;GO:0007368;GO:0030992;GO:0032421;GO:0043005;GO:0007369;GO:0098589;GO:0005802;GO:0071482;GO:0033017;GO:0016021;GO:0036334;GO:1903929;GO:0007290;GO:0060426;GO:0043568;GO:0001886;GO:0042487;GO:0007288;GO:0048853;GO:0060259;GO:0034405;GO:0021513;GO:0060914;GO:0090102;GO:2000785;GO:0042733;GO:0060411;GO:0070613;GO:1902017;GO:0061351;GO:0055007;GO:0050680;GO:0045598;GO:0031122;GO:0007224;GO:0001889;GO:0031016;GO:0021537;GO:0008544;GO:0007219;GO:0009952;GO:0006874;GO:0006954;GO:0070588;GO:1902600;GO:0007186,NA
1405746,Bargmannia elongata,Gonodendron male,A9CPT4|TDRD1_ORYLA Tudor domain-containing protein 1,NA,324fc4c37d167cb8b104276cc67ed1a1
1306191,Bargmannia elongata,Gonodendron male,"Q9C0G6|DYH6_HUMAN Dynein heavy chain 6, axonemal",NA,NA
1424469,Bargmannia elongata,Gonodendron male,,NA,NA
1438289,Bargmannia elongata,Gonodendron male,,NA,NA
1396439,Bargmannia elongata,Gonodendron male,,NA,NA
1392262,Bargmannia elongata,Gonodendron male,Q9M2U3|ALPL_ARATH Protein ALP1-like {ECO:0000305},NA,NA
1480910,Bargmannia elongata,Gonodendron male,"Q6ZR08|DYH12_HUMAN Dynein heavy chain 12, axonemal",NA,NA
1432041,Bargmannia elongata,Gonodendron male,Q9UQ07|MOK_HUMAN MAPK/MAK/MRK overlapping kinase,GO:0004674;GO:0097546;GO:0006468;GO:0005634;GO:0005524;GO:0005737;GO:0035556;GO:0010468,b7e6ad3e95235bbdbdc0c6fc6965b8f8
1399716,Bargmannia elongata,Gonodendron male,O75838|CIB2_HUMAN Calcium and integrin-binding family member 2,GO:0007229;GO:0005509;GO:0000287;GO:0005515,NA
1446062,Bargmannia elongata,Gonodendron male,Q8BVQ5|PPME1_MOUSE Protein phosphatase methylesterase 1,GO:0006482;GO:0051723;GO:0005654;GO:0051721;GO:0016021;GO:0019901;GO:0019888;GO:0043666;GO:0045296;GO:0019212;GO:0016740;GO:0000086;GO:0002028;GO:0035308;GO:0010923;GO:0006596,NA
1306163,Bargmannia elongata,Gonodendron male,,NA,NA
1306765,Bargmannia elongata,Gonodendron male,,NA,NA
1371426,Bargmannia elongata,Gonodendron male,Q01779|KRUP_MUSDO Protein krueppel,NA,NA
1358967,Bargmannia elongata,Gonodendron male,Q6NXT2|H3C_HUMAN Histone H3.3C,NA,NA
1368470,Bargmannia elongata,Gonodendron male,Q14DL3|LRIQ3_MOUSE Leucine-rich repeat and IQ domain-containing protein 3,NA,e2188996a5257d6b3eb39df698f18927
1299191,Bargmannia elongata,Gonodendron male,Q9Y7S2|YQO3_SCHPO UPF0612 protein C569.003,NA,NA
1490176,Bargmannia elongata,Gonodendron male,Q03278|PO21_NASVI Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2,NA,NA
1287190,Bargmannia elongata,Gonodendron male,P54729|NUB1_MOUSE NEDD8 ultimate buster 1,GO:2000058;GO:0005730;GO:0005515;GO:0005654;GO:0005829;GO:1901800;GO:0006511;GO:0016567;GO:0034341;GO:0034612;GO:0043687;GO:0044419,0085efff22f8235614d62a5ed4951f37
1470240,Bargmannia elongata,Gonodendron male,,NA,NA
1350392,Bargmannia elongata,Gonodendron male,Q3URD3|SLMAP_MOUSE Sarcolemmal membrane-associated protein,GO:0006936;GO:0016021;GO:0004930;GO:0007186,NA
1347836,Bargmannia elongata,Gonodendron male,,NA,NA
1391886,Bargmannia elongata,Gonodendron male,Q6DRC3|CU059_DANRE UPF0769 protein C21orf59 homolog,GO:0003352;GO:0005929;GO:0005515;GO:0005856;GO:0005829;GO:0005576;GO:0060271;GO:0005634;GO:0016021;GO:0090660;GO:0072114;GO:0007368,NA
1399616,Bargmannia elongata,Gonodendron male,,NA,NA
1353405,Bargmannia elongata,Gonodendron male,Q96MW7|TIGD1_HUMAN Tigger transposable element-derived protein 1,NA,NA
1471467,Bargmannia elongata,Gonodendron male,Q7ZUS1|VRK1_DANRE Serine/threonine-protein kinase VRK1,GO:0035175;GO:0072355;GO:0005795;GO:0072354;GO:0090166;GO:0043987;GO:0031493;GO:0005730;GO:0005654;GO:0005829;GO:0019901;GO:0046777;GO:0005524;GO:0016021;GO:0016055,05ea4604e32ceba81471cbc5da2ce081
1417365,Bargmannia elongata,Gonodendron male,"Q8WXX0|DYH7_HUMAN Dynein heavy chain 7, axonemal",GO:0030286;GO:0003777;GO:0007018;GO:0005509;GO:0036159;GO:0005930;GO:0005524;GO:0005829;GO:0071910;GO:0005874;GO:0051959;GO:0045505;GO:0016021;GO:0042623;GO:0008289;GO:0004674;GO:0060285;GO:0061817;GO:0006869;GO:0006468,NA
1296926,Bargmannia elongata,Gonodendron male,Q8TF32|ZN431_HUMAN Zinc finger protein 431,NA,NA
1360312,Bargmannia elongata,Gonodendron male,Q6Q759|SPG17_HUMAN Sperm-associated antigen 17,NA,NA
1491573,Bargmannia elongata,Gonodendron male,Q7Z4L5|TT21B_HUMAN Tetratricopeptide repeat protein 21B,GO:1905799;GO:0030991;GO:0042802;GO:1903999;GO:0061512;GO:0005929;GO:0034511;GO:0051721;GO:0000790;GO:0021798;GO:0035721;GO:0003924;GO:0060020;GO:0005248;GO:0009653;GO:0005525;GO:0021533;GO:0021680;GO:0030688;GO:0012505;GO:0030246;GO:0001518;GO:0021591;GO:0016757;GO:0005856;GO:0005737;GO:0008589;GO:0004672;GO:0090263;GO:0007224;GO:0021953;GO:0005524;GO:0009790;GO:0006357;GO:0010628;GO:0007084;GO:0000479;GO:0035307;GO:0000462;GO:0006486;GO:0042326;GO:0035725;GO:0006468,9b4c78489fa801ff2f198b752aa40d6c
1306196,Bargmannia elongata,Gonodendron male,"Q9C0G6|DYH6_HUMAN Dynein heavy chain 6, axonemal",NA,NA
1322669,Bargmannia elongata,Gonodendron male,Q58DS9|RAB5C_BOVIN Ras-related protein Rab-5C,NA,NA
1475792,Bargmannia elongata,Gonodendron male,Q5Y5T5|ZDHC8_MOUSE Probable palmitoyltransferase ZDHHC8,GO:0016409;GO:0018345;GO:0016021;GO:0019707;GO:0005783;GO:0005794;GO:0015095;GO:0005789;GO:0003723;GO:0016491;GO:0018231;GO:0006612;GO:1903830;GO:0055114,74c4225bf9293b32311b00764dbd0683
1373503,Bargmannia elongata,Gonodendron male,Q32L75|CA189_BOVIN Uncharacterized protein C1orf189 homolog,NA,230b3d96685eef6edc5d64c3aa4d1413
1403205,Bargmannia elongata,Gonodendron male,,NA,NA
1282763,Bargmannia elongata,Gonodendron male,P21329|RTJK_DROFU RNA-directed DNA polymerase from mobile element jockey,NA,NA
1304690,Bargmannia elongata,Gonodendron male,Q9Y238|DLEC1_HUMAN Deleted in lung and esophageal cancer protein 1,NA,8a6dfb6f10e33cf5d3d0f7595d5243f1
1352644,Bargmannia elongata,Gonodendron male,,NA,NA
1459867,Bargmannia elongata,Gonodendron male,Q9R1A8|RFWD2_MOUSE E3 ubiquitin-protein ligase RFWD2,GO:0061630;GO:0016567,db010bbb8b8d34ef9534ccbab0ea25eb
1421259,Bargmannia elongata,Gonodendron male,B2RW38|CFA58_MOUSE Cilia- and flagella-associated protein 58 {ECO:0000305},GO:0031514;GO:0005515;GO:0005615,NA
1483653,Bargmannia elongata,Gonodendron male,Q9NV72|ZN701_HUMAN Zinc finger protein 701,NA,NA
1438111,Bargmannia elongata,Gonodendron male,P18729|ZG57_XENLA Gastrula zinc finger protein XlCGF57.1,NA,NA
1320506,Bargmannia elongata,Gonodendron male,P38621|ZN12_MICSA Zinc finger protein ZFMSA12A,NA,NA
1306657,Bargmannia elongata,Gonodendron male,Q6ZRR7|LRRC9_HUMAN Leucine-rich repeat-containing protein 9,GO:0003779;GO:0016021,NA
1433897,Bargmannia elongata,Gonodendron male,Q9DE46|DPOLA_XENLA DNA polymerase alpha catalytic subunit,GO:0003887;GO:0071897;GO:0005634;GO:0006260;GO:0051539;GO:0003677;GO:0000428;GO:0046872;GO:0030894;GO:0000166;GO:0042575;GO:0003682;GO:0070013;GO:0022616;GO:0005829;GO:0030337;GO:0003896;GO:0005515;GO:0000785;GO:0044877;GO:0012505;GO:1903047;GO:0031967;GO:0016021;GO:0070914;GO:0006303;GO:0032774;GO:0045596;GO:0006298;GO:0046677;GO:0006289;GO:0030154,NA
1356251,Bargmannia elongata,Gonodendron male,"Q0MQG1|NDUS1_GORGO NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",GO:0042773;GO:0008137;GO:0005747;GO:0005758;GO:0051536;GO:0009055;GO:0008637;GO:0051881;GO:0046872;GO:0005515;GO:0072593;GO:0032981;GO:0043209;GO:0005759,ca42be0c18e4aebb5205fabde1f8f89a
1461281,Bargmannia elongata,Gonodendron male,Q63486|RRAGA_RAT Ras-related GTP-binding protein A {ECO:0000305},GO:1905671;GO:0005525;GO:0034448;GO:2000425;GO:1990131;GO:0022010;GO:0005764;GO:0005634;GO:0003924;GO:0016021;GO:0004089;GO:0008270;GO:0071230;GO:0032008;GO:0009267;GO:0010506;GO:0007034,NA
1421390,Bargmannia elongata,Gonodendron male,P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94,GO:0003964;GO:0006278;GO:0016021;GO:0008270;GO:0003676,NA
1470883,Bargmannia elongata,Gonodendron male,,NA,NA
1399453,Bargmannia elongata,Gonodendron male,Q5U4C9|DYRK2_MOUSE Dual specificity tyrosine-phosphorylation-regulated kinase 2,GO:0045725;GO:0004672;GO:0000151;GO:0005654;GO:0070885;GO:0005829;GO:0042771;GO:0030145;GO:0005524;GO:1990904;GO:0005856;GO:0006468;GO:0000287;GO:0007224;GO:0005515;GO:0018212;GO:0018210;GO:0018209;GO:1901796,NA
1378031,Bargmannia elongata,Gonodendron male,G3UZ78|ADGB_MOUSE Androglobin,NA,215a1ff09ced1ba113065d1714b393f4
1435219,Bargmannia elongata,Gonodendron male,,NA,NA
1379195,Bargmannia elongata,Gonodendron male,,NA,NA
1415589,Bargmannia elongata,Gonodendron male,Q80TC5|POGK_MOUSE Pogo transposable element with KRAB domain,NA,NA
1315246,Bargmannia elongata,Gonodendron male,,NA,NA
1337339,Bargmannia elongata,Gonodendron male,Q8TC29|ENKUR_HUMAN Enkurin,GO:0097228;GO:0005516;GO:0001669,NA
1305120,Bargmannia elongata,Gonodendron male,Q4G0X9|CCD40_HUMAN Coiled-coil domain-containing protein 40 {ECO:0000305},GO:0035082;GO:0005930;GO:0030246;GO:0004553;GO:0005576;GO:0060287;GO:0031514;GO:0001947;GO:0003356;GO:0071907;GO:0071910;GO:0035469;GO:0044458;GO:0030317;GO:0030324;GO:0003146;GO:0048793;GO:0034622;GO:0061512;GO:0005975,NA
1457098,Bargmannia elongata,Gonodendron male,Q6KCD5|NIPBL_MOUSE Nipped-B-like protein,NA,42ae927ae63ceb0fcfc8b544ecbfec92
1325294,Bargmannia elongata,Gonodendron male,Q8N8K9|K1958_HUMAN Uncharacterized protein KIAA1958,NA,NA
1361575,Bargmannia elongata,Gonodendron male,P49256|LMAN2_CANLF Vesicular integral-membrane protein VIP36,GO:0030246;GO:0016021,3361b62e87409c51306f1978ed4c65c9
1424292,Bargmannia elongata,Gonodendron male,A7YE96|TT30A_DANRE Tetratricopeptide repeat protein 30A,GO:0005879;GO:0120170;GO:0042073;GO:0030992;GO:0070738;GO:0004867;GO:0036064;GO:0036372;GO:0031514;GO:0018095;GO:0005615;GO:0001736;GO:0016020;GO:0007368;GO:0060271;GO:0015693;GO:0010951,NA
1433976,Bargmannia elongata,Gonodendron male,Q494V2|CP100_HUMAN Cilia- and flagella-associated protein 100 {ECO:0000305},GO:0031514;GO:0036159;GO:0070840;GO:2000574;GO:0005515;GO:0003341;GO:0097545;GO:0016021;GO:0048870,NA
1293058,Bargmannia elongata,Gonodendron male,Q9CUL5|IQCA1_MOUSE IQ and AAA domain-containing protein 1,GO:0005524,4ec0bfe52c6e75bbced60f7137e57762
1428447,Bargmannia elongata,Gonodendron male,Q9W0T1|NU301_DROME Nucleosome-remodeling factor subunit NURF301,NA,NA
1443890,Bargmannia elongata,Gonodendron male,Q9CZ15|PSF1_MOUSE DNA replication complex GINS protein PSF1,GO:0000811;GO:0006260;GO:0005515;GO:0001833;GO:0005737;GO:0022616;GO:1903047,NA
1324212,Bargmannia elongata,Gonodendron male,Q5NC57|F183B_MOUSE Protein FAM183B,NA,NA
1363467,Bargmannia elongata,Gonodendron male,A7YWP4|HUTH_BOVIN Histidine ammonia-lyase,GO:0004397;GO:0019557;GO:0005737;GO:0043606;GO:0097708;GO:0012505;GO:0060218;GO:0006886,04da277c9135b365c9fc38b1ed192107
1293442,Bargmannia elongata,Gonodendron male,Q9QZN3|FBX8_MOUSE F-box only protein 8,GO:0005086;GO:0032012;GO:0000151;GO:0006511,1d44aa75ebe6ac2dd13682d3b9a48d63
1444359,Bargmannia elongata,Gonodendron male,Q5JVL4|EFHC1_HUMAN EF-hand domain-containing protein 1,GO:0005509;GO:0021795;GO:0072686;GO:0043014;GO:0007052;GO:0000922;GO:0005813;GO:0000281;GO:0005930;GO:0008022;GO:0030246;GO:0046983;GO:0003677;GO:0051302;GO:0043025;GO:0005623;GO:0016021;GO:0060285;GO:0006874;GO:0043065,NA
1357718,Bargmannia elongata,Gonodendron male,,NA,NA
1480907,Bargmannia elongata,Gonodendron male,"Q8WXX0|DYH7_HUMAN Dynein heavy chain 7, axonemal",GO:0030286;GO:0003777;GO:0007018;GO:0005524;GO:0005930;GO:0016021;GO:0051959;GO:0045505;GO:0042623,NA
1360875,Bargmannia elongata,Gonodendron male,Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6,NA,NA
1382379,Bargmannia elongata,Gonodendron male,P30883|TBB4_XENLA Tubulin beta-4 chain,GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0003924;GO:0005525;GO:0000278;GO:0005737;GO:0071963;GO:0048312;GO:0005819;GO:0007097;GO:0043231;GO:0097435;GO:0022402;GO:0006928;GO:0022607,NA
1423083,Bargmannia elongata,Gonodendron male,,NA,NA
1417185,Bargmannia elongata,Gonodendron male,O08625|SYT10_RAT Synaptotagmin-10,NA,96d8ee357e9d8c48e7963e8f3b4b835b
1477923,Bargmannia elongata,Gonodendron male,,NA,NA
1449313,Bargmannia elongata,Gonodendron male,P50533|SMC2_XENLA Structural maintenance of chromosomes protein 2,NA,NA
1471661,Bargmannia elongata,Gonodendron male,Q02241|KIF23_HUMAN Kinesin-like protein KIF23,NA,a94a71aaf22392341e95ce059a733571
1431140,Bargmannia elongata,Gonodendron male,Q91618|PMYT1_XENLA Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,GO:0004672;GO:0006468;GO:0005794;GO:0005634;GO:0048142;GO:0007284;GO:0005524;GO:0048137;GO:0070013;GO:0043232;GO:0045793;GO:0016020;GO:0007143;GO:0000086;GO:0007140;GO:0045930;GO:0010923,NA
1347952,Bargmannia elongata,Gonodendron male,Q9JMK2|KC1E_MOUSE Casein kinase I isoform epsilon,GO:0004672;GO:0006468;GO:0005634;GO:0005876;GO:0005524;GO:0044732;GO:2000052;GO:0032436;GO:0032153;GO:1905515;GO:0042752;GO:0005829;GO:0005694;GO:0070013;GO:0032922;GO:0016021;GO:0018209;GO:0090263;GO:0051225;GO:0030999;GO:0010845;GO:0007094;GO:0006282;GO:0018212;GO:0006281;GO:0023052,NA
1348453,Bargmannia elongata,Gonodendron male,Q9H857|NT5D2_HUMAN 5'-nucleotidase domain-containing protein 2,GO:0046872;GO:0016020;GO:0016787,452ef56e0c5affd9defbc97f515c0c3f
1313291,Bargmannia elongata,Gonodendron male,,NA,NA
1339454,Bargmannia elongata,Gonodendron male,"Q5U3U3|CPT2_DANRE Carnitine O-palmitoyltransferase 2, mitochondrial",GO:0016746;GO:0120162;GO:0005739;GO:0005730;GO:0006635;GO:0005654;GO:0001701;GO:0019866,3535ac5ffad1bc1986577379bb372461
1337985,Bargmannia elongata,Gonodendron male,O22943|STL1_ARATH Probable glycosyltransferase STELLO1 {ECO:0000303|PubMed:27277162},GO:0016740;GO:0016021,NA
1294546,Bargmannia elongata,Gonodendron male,Q08E12|PSF3_BOVIN DNA replication complex GINS protein PSF3,GO:0006260;GO:0005634;GO:0005515;GO:0070013;GO:0007507;GO:0022616,NA
1366452,Bargmannia elongata,Gonodendron male,,NA,NA
1424467,Bargmannia elongata,Gonodendron male,,NA,NA
1305381,Bargmannia elongata,Gonodendron male,P22288|GCH1_RAT GTP cyclohydrolase 1,GO:0003934;GO:0046654;GO:0005737;GO:0005634;GO:0005525;GO:0016021;GO:0008270;GO:0005515;GO:0016491;GO:0035998;GO:0006729;GO:0006730;GO:0006585;GO:0042438;GO:0055114,NA
1321316,Bargmannia elongata,Gonodendron male,Q6VH22|IF172_MOUSE Intraflagellar transport protein 172 homolog,GO:0031514;GO:0043010;GO:0008134;GO:0060271;GO:0004867;GO:0097598;GO:0030992;GO:0004721;GO:0070986;GO:0061525;GO:0036064;GO:0005930;GO:0046872;GO:0009966;GO:0021522;GO:0060021;GO:0048048;GO:0001843;GO:0097542;GO:1903561;GO:0005634;GO:0045494;GO:0016021;GO:0001947;GO:0050680;GO:0048793;GO:0031122;GO:0007224;GO:0060173;GO:0009953;GO:0060348;GO:0008544;GO:0007219;GO:0007420;GO:0023056;GO:0010647;GO:0048584;GO:0016485;GO:0023057;GO:0010648;GO:0048585;GO:0042073;GO:0051172;GO:0031324;GO:0010605;GO:0006357;GO:0009890;GO:0052548;GO:0051346;GO:0006470;GO:0032268,NA
